AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders
448,FALSE,Kern County Fire Department,,2019,FALSE,/incidents/2019/7/31/mesa-fire/,,,Kern,15,,,,,,FALSE,TRUE,,,,35.60989,"near Quail Dr and Bobcat Dr in the Kern River Valley, South of Lake Isabela",-118.41204,FALSE,Mesa Fire ,100,,TRUE,"The Mesa Fire started July 31, 2019 near Quail Dr and Bobcat Dr in the Kern River Valley, South of Lake Isabela in Kern County.",,2019-07-31T17:13:53Z,Finalized,,,,,
423,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2019,TRUE,/incidents/2019/8/15/hunter-fire/,,,Mariposa,22,,,,,,FALSE,TRUE,,,,37.532028,"Bear Valley Rd and Cotton Creek Rd, east of Snelling",-120.208019,FALSE,Hunter Fire,100,,TRUE,"The Hunter fire started August 15, 2019 off Bear Valley Rd and Cotton Creek Rd, east of Snelling in Mariposa County.",,2019-08-15T15:15:56Z,Finalized,,,,,
420,FALSE,Santa Barbara County Fire Department,,2019,FALSE,/incidents/2019/10/17/real-fire/,Evacuations lifted for El Cap Canyon and Ocean Mesa RV Park. Full containment anticipated on 10/21/19.,,Santa Barbara,42,,,,2019-10-21T06:00:00Z,,FALSE,TRUE,,,,34.484722,Calle Real & Hwy 101 west of El Capitan ,-120.190833,FALSE,Real Fire,100,,TRUE,"The Real Fire started on October 17, 2019 off Calle Real & Hwy 101 west of El Capitan in Santa Barbara County.",,2019-10-17T16:31:00Z,Finalized,,,,,
381,FALSE,USFS - Sequoia National Forest,,2019,FALSE,/incidents/2019/9/6/broder-fire/,,,Tulare,54,,,,,,FALSE,TRUE,,,,36.151,Northeast of Broder Meadow,-118.185,FALSE,Broder Fire,100,9,TRUE,"Broder Fire started on August 8, 2019 Northeast of Broder Meadow, Sequoia National Forest",,2019-09-06T12:39:18Z,Finalized,,,,,
350,FALSE,CAL FIRE / Riverside County Fire ,,2019,TRUE,/incidents/2019/10/10/reche-fire/,,,Riverside,33,,,,2019-10-13T07:30:00Z,,FALSE,TRUE,,,,33.975405,"Reche Canyon Rd and Jordan Dr, Moreno Valley",-117.207068,TRUE,Reche Fire,100,,TRUE,"The Reche Vegetation Fire started on October 10, 2019 near Reche Canyon Rd and Jordan Dr, Moreno Valley in Riverside County.",,2019-10-10T14:18:17Z,Finalized,1,1,,,
328,FALSE,CAL FIRE Riverside County Fire Department,,2019,TRUE,/incidents/2019/10/31/46-fire/,,,Riverside,33,,,,2019-11-03T16:15:00Z,,FALSE,TRUE,,,,33.985972,"5300 block of 46th Street, East Jurupa Valley ",-117.414111,FALSE,46 Fire,100,,TRUE,"46 Fire started on October 31, 2019 off of 5300 block of 46th Street, East of Jurupa Valley in Riverside County.",,2019-10-31T06:22:34Z,Finalized,,,,,
316,FALSE,CAL FIRE San Benito - Monterey Unit,,2019,TRUE,/incidents/2019/7/29/lake-fire/,,,Monterey,27,,,,,,FALSE,TRUE,,,,35.908333,"near Lake San Antonio, Jolon Road and New Pleyto Road, Lockwood ",-120.984167,FALSE,Lake Fire,100,,TRUE,"The Lake Fire started on July 29, 2019 near Lake San Antonio, Jolon Road and New Pleyto Road, Lockwood in Monterey County.",,2019-07-29T15:43:48Z,Finalized,,,,,
300,FALSE,CAL FIRE Butte/ Butte County Fire,,2019,TRUE,/incidents/2019/9/28/hwy-fire/,,,Butte,4,,,,2019-09-28T18:40:00Z,,FALSE,TRUE,,,,39.622137,"Off of Hwy 99 and Hwy 149, Southeast of Chico",-121.693472,FALSE,Hwy Fire,100,,TRUE,"Hwy Fire started on September 28, 2019 off of Hwy 99 and Hwy 149, Southeast of Chico in Butte County.",,2019-09-28T17:48:10Z,Finalized,,,,,
283,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/7/3/hollow-fire/,,,San Joaquin,39,,,,2019-07-05T07:50:00Z,,FALSE,TRUE,,,,37.63206,"West Corral Hollow Road, Carnegie State Vehicular Recreational Area, southwest of Tracy",-121.538382,FALSE,Hollow Fire,100,,TRUE,"The Hollow Fire started July 3, 2019 off West Corral Hollow Road, Carnegie State Vehicular Recreational Area, southwest of Tracy in San Joaquin County.",,2019-07-03T15:34:12Z,Finalized,,,,,
280,FALSE,Shasta-Trinity National Forest,,2019,FALSE,/incidents/2019/9/7/rams-horn-fire/,"The anticipated containment date is September 21, 2019.",,Trinity,53,,,,2019-09-12T10:08:00Z,,FALSE,TRUE,,,,41.150392,"Highway 3 and Bear Creek Loop, Northeast of Coffee Creek",-122.634108,FALSE,Rams Horn Fire,100,259,TRUE,,,2019-09-07T08:49:58Z,Finalized,,,,,
280,FALSE,Los Padres National Forest,,2019,FALSE,/incidents/2019/7/30/mill-fire/,CAL Fire is assisting US Forest Services with air and ground resources.,,Monterey,27,,,,2019-08-12T08:20:00Z,,FALSE,TRUE,,,,36.008889,"In Los Padres National Forest, West of Fort Hunter Liggett ",-121.466944,FALSE,Mill Fire,100,,TRUE,"The Mill Fire started on July 30, 2019 in Los Padres National Forest, West of Fort Hunter Liggett in Monterey County.",,2019-07-30T13:28:17Z,Finalized,,,,,
279,FALSE,Los Padres National Forest,,2019,FALSE,/incidents/2019/9/1/snail-fire/,,,Ventura,56,,,,2019-09-05T08:14:00Z,,FALSE,TRUE,,,,34.71011,3 miles northwest of Reyes Creek,-119.3547,FALSE,Snail Fire,100,,TRUE,"The Snail Fire started September 1, 2019 3 miles northwest of Reyes Creek in Ventura County",,2019-09-01T17:37:43Z,Finalized,,,,,
263,FALSE,Susanville Bureau of Land Management,,2019,FALSE,/incidents/2019/7/5/snowstorm-fire/,,Not a CAL FIRE Incident. Please contact the Bureau of Land Management for more information.,Lassen,18,,,,2019-07-06T07:49:00Z,,FALSE,TRUE,,,,40.679318,"Snowstorm Rd, south of Ravendale",-120.392768,FALSE,Snowstorm Fire,100,,TRUE,,,2019-07-05T16:37:04Z,Finalized,,,,,
260,FALSE,Bureau of Land Management - Northern CA District,,2019,FALSE,/incidents/2019/9/6/r-6-fire/,,,Lassen,18,,,,2019-09-11T18:30:00Z,,FALSE,TRUE,,,,44.734,"North of Fredonyer Peak, southwest of Termo",-120.606,FALSE,R-6 Fire,100,40,TRUE,"The R-6 Fire started on September 9, 2019 off North of Fredonyer Peak, southwest of Termo in Lassen County.",,2019-09-06T13:20:00Z,Finalized,,,,,
257,FALSE,CAL FIRE Tulare Unit,,2019,TRUE,/incidents/2019/6/2/citrus-fire/,,,Tulare,54,,,,2019-06-11T14:48:00Z,,FALSE,TRUE,,,,36.18479,"Off Rd 256 & Ave 220, east of Strathmore",-118.99229,FALSE,Citrus Fire,100,,TRUE,"The Citrus Fire started on June 2, 2019 off Rd 256 & Ave 220, east of Strathmore (Tulare County) and burned 257 acres. It was contained on June 3, 2019.",Jun-19,2019-06-02T16:12:00Z,Finalized,,,,,
250,FALSE,Riverside City Fire Department,,2019,FALSE,/incidents/2019/9/7/sycamore-fire/,Forward progress has been stopped. No injuries and no structure damage. Crews will continue reinforcing fire lines and mopping-up isolated hot spots.,,Riverside,33,,,,2019-09-08T18:00:00Z,,FALSE,TRUE,grass,,,33.9369,"Kangaroo Court and River Ridge Drive, Riverside ",-117.3063,FALSE,Sycamore Fire,100,,TRUE,"Sycamore Fire started on September 7, 2019 off Kangaroo Court and River Ridge Drive, Riverside, in Riverside County.",,2019-09-07T20:31:46Z,Finalized,,,,,
244,FALSE,USFS Mendocino National Forest ,,2019,FALSE,/incidents/2019/9/5/henthorne-fire/,,,Trinity,53,,,,2019-09-18T12:17:00Z,,FALSE,TRUE,,,,40.062304,"Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo",-123.222196,FALSE,Henthorne Fire,100,,TRUE,"1-1 Henthorne Fire started on September 5, 2019 Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo in Trinity County.",,2019-09-05T09:25:00Z,Finalized,,,,,
244,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2019,TRUE,/incidents/2019/7/8/lake-fire/,,,Mariposa,22,,,,,,FALSE,TRUE,,,,37.524378,"McSwain Entrance and Lake McClure Rd, Hornitos",-120.296551,FALSE,Lake Fire,100,,TRUE,"The Lake Fire started on July 8, 2019 off McSwain Entrance and Lake McClure Rd, Hornitos in Mariposa County.","Lake Fire, 2019, Hornitos, Lake McClure, Lake McSwain",2019-07-08T15:30:14Z,Finalized,,,,,
240,FALSE,CAL FIRE SCU,,2019,FALSE,/incidents/2019/8/9/harte-fire/,,,Alameda,1,,,,,,FALSE,TRUE,,,,37.708743,"Central Pkwy and Croak Rd, 4 miles east of Dublin",-121.841879,FALSE,Harte Fire,100,,TRUE,"The Harte Fire started on August 9 2019 near Central Pkwy and Croak Rd, 4 miles east of Dublin Alameda County","Harte Fire, Central Pkwy, Croak Rd, Dublin, Alameda County",2019-08-09T15:09:50Z,Finalized,,,,,
227,FALSE,Klamath National Forest,,2019,FALSE,/incidents/2019/9/7/kidder-2-fire/,The fire is in patrol status. This is the final update unless significant activity occurs.,,Siskiyou,47,,,,2019-09-26T08:00:00Z,,FALSE,TRUE,,,,41.4929742,"Marble Mountain Wilderness and Kidder Creek, Northwest of Etna",-123.2129356,FALSE,Kidder 2 Fire,100,,TRUE,,,2019-09-07T08:47:46Z,Finalized,,,,,
225,FALSE,CAL FIRE Mendocino Unit,,2019,TRUE,/incidents/2019/8/12/moose-fire/,All evacuation warnings and orders have been lifted per the Mendocino County Sheriff's office.,Fire resources will continue patrolling and mopping up.  Suppression repair work has begun.,Mendocino,23,16,1,16,2019-08-17T18:15:00Z,,FALSE,TRUE,,,3,39.005262,Off Moose Rd & Bus McGall Rd northwest of Hopland,-123.195306,TRUE,Moose Fire,100,328,TRUE,"The Moose Fire started August 15, 2019 Off Moose Rd & Bus McGall Rd northwest of Hopland in Mendocino county.",,2019-08-12T17:10:00Z,Finalized,,,,,6
220,FALSE,Los Padres National Forest,0,2019,FALSE,/incidents/2019/9/21/lopez-fire/,"</p> No longer in Unified Command, please refer to Los Padres National Forest for more information. 
<br><br>
<p><b><font color = ""red"">Evacuations: Residents have been allowed to return home but are advised to stay fire ready.</font></b>
Evacuation warning for French Camp and Upper Lopez Canyon Rd. 
Evacuation warning for 1700 block of Upper Lopez Canyon Rd.</p>",,San Luis Obispo,40,8,4,20,2019-09-27T18:00:00Z,,FALSE,TRUE,,2,4,35.214364,"Upper Lopez Canyon Road & Wittenberg Creek Rd, southeast of San Luis Obispo",-120.455883,TRUE,Lopez Fire,100,515,TRUE,"The Lopez Fire started on September 9, 2019 off Upper Lopez Canyon Rd & Wittenberg Creek Rd, southeast of San Luis Obispo in San Luis Obispo County.",,2019-09-21T14:26:00Z,Finalized,,0,,24,2
214,FALSE,CAL FIRE / Riverside County Fire,,2019,TRUE,/incidents/2019/6/29/wolf-fire/,Resources will remain on scene working on full containment.,,Riverside,33,,,,2019-06-30T15:51:00Z,,FALSE,TRUE,,,,33.911,"Off of Lamb Canyon Road and California Avenue, Southeast of Beaumont",-116.980528,FALSE,Wolf Fire ,100,,TRUE,"Wolf Fire started on June 29, 2019 Off of Lamb Canyon Road and California Avenue, Southeast of Beaumont in Riverside County.",,2019-06-29T12:54:13Z,Finalized,,,,,
213,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2019,TRUE,/incidents/2019/7/15/madera-fire/,,,Madera,20,,,,2019-07-16T06:49:00Z,,FALSE,TRUE,,,,37.016944,"Off Road 33 and Highway 145, Bonadelle",-119.934167,FALSE,Madera Fire ,100,,TRUE,"Madera Fire started on July 15,2019 off Road 33 and Highway 145, Bonadelle in Madera County.",,2019-07-15T18:19:31Z,Finalized,,,,,
210,FALSE,CAL FIRE Madera- Mariposa- Merced Unit ,,2019,TRUE,/incidents/2019/6/29/merced-fire/,,,Merced,24,,,,2019-07-02T15:51:00Z,,FALSE,TRUE,,,,37.312877,"Off of Merced Fall Road and La Grange Road, East of Snelling",-120.242411,FALSE,Merced Fire ,100,,TRUE,"Merced Fire started on June 29, 2019 off of Merced Fall Road and La Grange Road, East of Snelling in Merced County. It was contained on July 2, 2019.",,2019-06-29T15:09:52Z,Finalized,,,,,
210,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/6/9/malech-fire/,,,Santa Clara,43,,,,2019-06-11T17:17:00Z,,FALSE,TRUE,,,,37.21638,"Malech Rd & Bailey Rd, South San Jose",-121.70768,FALSE,Malech Fire,100,,TRUE,"The Malech Fire started on June 9, 2019 off Malech Rd & Bailey Rd, South San Jose in Santa Clara County.",Jun-19,2019-06-09T14:29:00Z,Finalized,,,,,
208,FALSE,Kern County Fire Department,,2019,FALSE,/incidents/2019/7/21/tejon-fire/,,,Kern,15,,,,,,FALSE,TRUE,,,,34.9008333,"  I 5 and Diger Rd, South of Bakersfield",-118.9183333,FALSE,Tejon Fire,100,,TRUE,"The Tejon Fire started July 21, 2019 off  I 5 and Diger Rd, South of Bakersfield in Kern county.",,2019-07-21T15:30:17Z,Finalized,,,,,
207,FALSE,USFS Klamath National Forest,,2019,FALSE,/incidents/2019/6/17/lumgrey-fire/,,,Siskiyou,47,,,,2019-06-24T16:56:00Z,,FALSE,TRUE,,,,39.28926,"off Highway 96 and Lumgrey Road, West of Gottsville",-121.85906,FALSE,Lumgrey Fire,100,,TRUE,"The Lumgrey Fire started June 17, 2019 off Highway 96 and Lumgrey Road, West of Gottsville (Siskiyou County).",Jun-19,2019-06-17T17:50:00Z,Finalized,,,,,
202,FALSE,CAL FIRE Tuolumne-Calaveras Unit ,,2019,TRUE,/incidents/2019/7/15/milton-fire/,,,Stanislaus,50,,,,2019-07-16T06:48:00Z,,FALSE,TRUE,,,,37.944751,"Off of Milton Road and Highway 4, North of Oakdale ",-120.84372,FALSE,Milton Fire ,100,,TRUE,"Milton Fire started on July 15,2019 off of Milton Road and Highway 4, North of Oakdale in Stanislaus County.",,2019-07-15T10:49:00Z,Finalized,,,,,
200,FALSE,San Bernardino County Fire Department/ San Bernardino Nation Forest Service,,2019,FALSE,/incidents/2019/10/31/hillside-fire/,,,San Bernardino,36,,,,2019-11-05T09:03:00Z,,FALSE,TRUE,,,,34.183,"off of W 59th and Hill Dr, in San Bernardino National Forest",-117.285,FALSE,Hillside Fire,100,,TRUE,"Hillside Fire started on October 31, 2019 off of W 59th and Hill Dr, San Bernardino, in San Bernardino National Forest in San Bernardino County.",,2019-10-31T06:53:47Z,Finalized,,,,,
200,FALSE, East Contra Costa County Fire Protection District,,2019,FALSE,/incidents/2019/10/27/cypress-complex/,,,Contra Costa,7,,,,2019-10-28T16:26:00Z,,FALSE,TRUE,,,,37.99136,"East Cypress Rd and Bethel Island Road, Knightsen, CA  ",-121.64118,FALSE,Cypress Complex,100,,TRUE,"The Cypress Complex started October 27, 2019 off East Cypress Rd and Bethel Island Road, Knightsen, CA  in Contra Costa County",,2019-10-27T08:50:23Z,Finalized,,,,,
200,FALSE,Ventura County Fire Department ,,2019,FALSE,/incidents/2019/10/11/olivas-fire/,,,Ventura,56,,,,2019-10-12T18:00:00Z,,FALSE,TRUE,,,,34.23955,"Olivas Park Drive, near the Buenaventura Golf Course",-119.20187,FALSE,Olivas Fire,100,,TRUE,"The Olivas Fire started October 11, 2019 off Olivas Park Drive, near the Buenaventura Golf Course in Ventura County.",,2019-10-11T15:57:10Z,Finalized,,,,,
200,FALSE,CAL FIRE/San Diego County Fire,0,2019,TRUE,/incidents/2019/9/24/dehesa-fire/,<p>The forward rate of spread has been stopped. Overnight crews worked to mop up and construct containment lines.</p>,,San Diego,37,8,1,20,,,FALSE,TRUE,,0,,32.787656,Dehesa Road and Sloan Canyon Road,-116.806941,TRUE,Dehesa Fire ,100,350,TRUE,"The Dehesa Fire started September 24, 2019 off Dehesa Road and Sloan Canyon Road in San Diego County.",,2019-09-24T15:00:00Z,Finalized,,,,,5
200,FALSE,Santa Barbara County Fire,,2019,FALSE,/incidents/2019/9/9/mcmurray-fire/,Structures threatened.  Evacuations in progress and Hwy 101 northbound is closed.,,Santa Barbara,42,,,,2019-09-14T08:00:00Z,,FALSE,TRUE,,,,34.630919,"McMurray Rd and Hwy 101, north of Buellton",-120.187368,FALSE,McMurray Fire,100,,TRUE,"The McMurray fire started on September 9, 2019 at McMurray Rd and Hwy 101, north of Buellton in Santa Barbara County.",,2019-09-09T17:42:43Z,Finalized,,,,,
193,FALSE,Bureau of Land Management,,2019,FALSE,/incidents/2019/7/14/doyle-fire/,CAL Fire is assisting Bureau of Land Management with air and ground resources.,,Lassen,18,,,,2019-07-16T09:00:00Z,,FALSE,TRUE,,,,40.072739,"Off Old Highway and Cowboy Joe Road, Northwest of Doyle",-120.158273,FALSE,Doyle Fire,100,,TRUE,"Doyle Fire started on July 14, 2019 off Old Highway and Cowboy Joe Road, Northwest of Doyle in Lassen County.","Doyle Fire,  Lassen County",2019-07-14T14:02:31Z,Finalized,,,,,
190,FALSE,CAL FIRE Santa Clara Unit ,,2019,TRUE,/incidents/2019/9/11/stuhr-fire/,,,Stanislaus,50,,,,,,FALSE,TRUE,,,,37.32585,"Off SB Interstate 5 and West Stuhr Road, South of Patterson City ",-121.110146,FALSE,Stuhr Fire ,100,,TRUE,"Stuhr Fire  started on September 11, 2019 Off SB Interstate 5 and West Stuhr Road, South of Patterson City in Stanislaus County.",,2019-09-11T11:25:43Z,Finalized,,,,,
190,FALSE,CAL FIRE San Benito-Monterey Unit,,2019,TRUE,/incidents/2019/7/9/sargent-fire/,,,Monterey,27,,,,2019-07-10T16:04:00Z,,FALSE,TRUE,,,,35.95191,"Sargent Canyon Road and Sheep Canyon, San Ardo Oil Fields",-120.8092,FALSE,Sargent Fire,100,,TRUE,"The Sargent fire started July 9, 2019 off Sargent Canyon Road and Sheep Canyon, San Ardo Oil Fields in Monterey County.",,2019-07-09T21:43:36Z,Finalized,,,,,
183,FALSE,CAL FIRE Sonoma Lake Napa Unit,,2019,TRUE,/incidents/2019/7/24/marshview-fire/,,,Solano,48,,,,,,FALSE,TRUE,,,,38.158333,"Off Marshview Road and Highway 680, South of Cordelia ",-122.118889,FALSE,Marshview Fire,100,,TRUE,"Marshview Fire started on July 24, 2019 Off Marshview Road and Highway 380, South of Cordelia in Solano County.",,2019-07-24T12:28:45Z,Finalized,,,,,
172,FALSE,Kern County Fire,,2019,TRUE,/incidents/2019/5/3/vulcan-fire/,,,Kern,15,,,,2019-05-08T08:48:00Z,,FALSE,TRUE,,,,35.03855,Off Highway 166 at Wind Wolves Preserve,-119.19454,FALSE,Vulcan Fire,100,,TRUE,"The Vulcan Fire started on May 3, 2019 off Highway 166 at Wind Wolves Preserve (Kern County).",May-19,2019-05-03T15:04:00Z,Finalized,,,,,
167,FALSE,San Bernardino National Forest,,2019,FALSE,/incidents/2019/9/15/bautista-fire/,,,Riverside,33,,,,2019-09-22T18:00:00Z,,FALSE,TRUE,,,,33.635,"Bautista Road and Tripp Flats, West of Lake Hemet",-116.801111,FALSE,Bautista Fire,100,25,TRUE,"Assisting/Not a CAL FIRE incident :
#BautistaFire near Bautista Road and Tripp Flats, West of Lake Hemet in Riverside County.  For more information: https://inciweb.nwcg.gov/incident/6600/",,2019-09-15T20:13:05Z,Finalized,,,,,
167,FALSE,CAL FIRE San Benito-Monterey Unit,,2019,TRUE,/incidents/2019/9/2/antelope-fire/,,,San Benito,35,,,,2019-09-03T07:11:00Z,,FALSE,TRUE,,,,36.600167,"Panoche Road and New Idria Road, Paicines",-120.8405,FALSE,Antelope Fire,100,,TRUE,"The Antelope Fire started on September 2, 2019 off Panoche Road and New Idria Road, Paicines in San Benito County",,2019-09-02T15:40:37Z,Finalized,,,,,
161,FALSE,Fresno-Kings County,,2019,TRUE,/incidents/2019/4/28/york-fire/,,,Kings,16,,,,2019-06-24T11:45:00Z,,FALSE,TRUE,,,,35.81778,"Hwy 41 and York Ave, 13 miles south of Avenal (Kings County)",-120.09715,FALSE,York Fire,100,,TRUE,"The York Fire started April 28, 2019 at Hwy 41 and York Ave, 13 miles south of Avenal (Kings County). It was contained on April 29, 2019 at 161 acres.","York Fire, Kings County, Hwy 41 and York Ave, 13 miles south of Avenal.",2019-04-28T22:20:00Z,Finalized,,,,,
156,FALSE,CAL FIRE Shasta-Trinity Unit,,2019,TRUE,/incidents/2019/8/15/cottage-fire/,All evacuations have been lifted and all roads are now open.,Firefighters made good progress today extinguishing interior hotspots and securing containment lines. They will continue to mop up and patrol overnight. Residents traveling in the area are asked to drive with caution as fire apparatus and personnel continue to work in the area.,Shasta,45,,,2,2019-08-17T18:43:00Z,,FALSE,TRUE,,,,40.484329,"Dersch Rd and Cottage Hill Dr, northeast of Anderson ",-122.159393,TRUE,Cottage Fire,100,8,TRUE,"The Cottage Fire started on August 15, 2019 off Dersch Rd x Cottage Hill Dr, 8 miles northeast of Anderson  in Shasta County.",,2019-08-15T15:09:55Z,Finalized,,,,,
156,FALSE,Angeles National Forest,,2019,FALSE,/incidents/2019/8/3/five-fire/,,,Los Angeles,19,,,,2019-08-05T12:25:00Z,,FALSE,TRUE,,,,34.677864,Off Interstate 5 & Templin Hwy,-118.752395,FALSE,Five Fire,100,,TRUE,,,2019-08-03T17:01:15Z,Finalized,,,,,
156,FALSE,City of Chino ,,2019,FALSE,/incidents/2019/7/28/star-fire/,,,San Bernardino,36,,,,,,FALSE,TRUE,,,,33.997528,"Chino Hils Parkway and Grand Avenue, Chino Hills",-117.769766,FALSE,Star Fire,100,,TRUE,"The Star Fire started on July 28, 2019 at Chino Hils Parkway and Grand Avenue, Chino Hills in San Bernardino County.",,2019-07-28T13:20:11Z,Finalized,,,,,
155,FALSE,CAL FIRE Tulare Unit,,2019,TRUE,/incidents/2019/6/1/spruce-fire/,,,Tulare,54,,,,2019-06-11T14:48:00Z,,FALSE,TRUE,,,,36.28001,"Off Spruce Rd & Myer Dr, east of Exeter",-119.10974,FALSE,Spruce Fire,100,,TRUE,"The Spruce Fire started on June 1, 2019 off Spruce Rd & Myer Dr, east of Exeter (Tulare County). It was contained on June 2, 2019",Jun-19,2019-06-01T15:49:00Z,Finalized,,,,,
150,FALSE,"Unified Command: CAL FIRE Santa Clara Unit, Crockett Fire and Contra Costa Fire. ",,2019,TRUE,/incidents/2019/10/27/sky-fire/,,,Contra Costa,7,,,,2019-10-28T16:30:00Z,,FALSE,TRUE,,,,38.03545,"Commings Skyway and I-80, south of Crockett",-122.2241,FALSE,Sky Fire ,100,,TRUE,"The Sky Fire started October 27, 2019 off Commings Skyway and I-80, south of Crockett in Contra Costa County.",,2019-10-27T11:29:03Z,Finalized,,,,,
150,FALSE,CAL FIRE San Diego Unit,,2019,TRUE,/incidents/2019/7/28/dehesa-fire/,The forward rate of spread has been stopped on this incident. Ground crews have transitioned to mop-up operations and constructing containment lines.,,San Diego,37,,,,,,FALSE,TRUE,,,,32.767649,"Dehesa Road and Slone Canyon Road, Dehesa",-116.796032,FALSE,Dehesa Fire,100,,TRUE,"The Dehesa Fire started on July 28, 2019 at Dehesa Road and Slone Canyon Road, Dehesa in San Diego County.",,2019-07-28T19:51:55Z,Finalized,,,,,
148,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2019,TRUE,/incidents/2019/6/26/dyer-fire/,,,Placer,31,,,,2019-06-27T08:26:00Z,,FALSE,TRUE,,,,38.73817,"Watt Ave & Dyer Road, northeast of Rio Linda",-121.39419,FALSE,Dyer Fire,100,,TRUE,,,2019-06-26T22:43:07Z,Finalized,,,,,
145,FALSE,San Bernardino County Fire,,2019,FALSE,/incidents/2019/10/24/old-water-fire/,"Evacuations: Currently there are mandatory evacuations in place for residents on Arrowhead Road, David Way north of 40th street and all connecting streets including Mariposa Drive

<p>Evacuation Center: San Gorgonio High School, 2299 Pacific Street, San Bernardino CA 92404.

<p>Road Closures: Highway 18 closed between 40th street in San Bernardino and Hwy 138 in Crestline, Lake Gregory Drive at Hwy 18.

<p>For more information: https://inciweb.nwcg.gov/incident/6650/",,San Bernardino,36,,,,,,FALSE,TRUE,,,,34.183624,near Old Waterman Canyon Road and Hwy 18. ,-117.274276,FALSE,Old Water Fire,100,,TRUE,"The Old Water Fire started on October 24, 2019 off Old Waterman Canyon Road and Hwy 18 in San Bernardino County.",,2019-10-24T04:53:17Z,Finalized,,,,,
144,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/5/30/canyon-fire/,,,Santa Clara,43,,,,2019-06-11T14:40:00Z,,FALSE,TRUE,,,,37.45899,"Off Del Puerto Canyon Rd & Diablo Grande Pkwy, west of Patterson",-121.22093,FALSE,Canyon Fire,100,,TRUE,"The Canyon Fire started on May 30, 2019 off Del Puerto Canyon Rd & Diablo Grande Pkwy, west of Patterson (Santa Clara County). It was 144 acres and it was contained on May 30, 2019.",May-19,2019-05-30T16:19:00Z,Finalized,,,,,
140,FALSE,Vallejo city fire,,2019,FALSE,/incidents/2019/10/27/glencove-fire/,,,Solano,48,,,,2019-10-28T16:28:00Z,,FALSE,TRUE,,,,38.07205,"Glen Cove Pkwy and Lookout Dr, south of Vallejo",-122.22463,FALSE,Glencove Fire ,100,,TRUE,"The Glencove Fire started October 27, 2019 off Glen Cove Pkwy and Lookout Dr, south of Vallejo in Solano County.",,2019-10-27T11:52:15Z,Finalized,,,,,
139,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/8/21/patterson-fire/,,,Alameda,1,,,,2019-08-21T18:27:00Z,,FALSE,TRUE,,,,37.71734,"Patterson Pass and Midway Road, west of Tracy",-121.55867,FALSE,Patterson Fire,100,,TRUE,"The Patterson Fire started August 21, 2019 off Patterson Pass and Midway Road, west of Tracy in Alameda County.",,2019-08-21T17:56:05Z,Finalized,,,,,
131,FALSE,Bureau of Land Management ,,2019,FALSE,/incidents/2019/8/24/horse-fire/,Change in acreage from earlier reports is due to more accurate mapping.,,Lassen,18,,,,2019-08-27T10:44:00Z,,FALSE,TRUE,,,,40.562,"Off Highway 139  and Horselake Road, North of Susanville",-120.544,FALSE,Horse Fire,100,,TRUE,"Horse Fire started on August 24, 2019 off Highway 139  and Horselake Road, North of Susanville in Lassen County.",,2019-08-24T16:33:58Z,Finalized,,,,,
131,FALSE,CAL FIRE San Luis Obispo ,,2019,TRUE,/incidents/2019/7/14/south-fire/,CAL Fire is assisting Ventura County Fire Department with air and ground resources.,,Ventura,56,,,,2019-07-15T14:10:00Z,,FALSE,TRUE,,,,34.366111,Off of South Mountain Rd and Balcom Canyon Road East of Santa Paula,-118.96,FALSE,South Fire ,100,,TRUE,"South Fire started on July 14, 2019 off of South Mountain Rd and Balcom Canyon Road East of Santa Paula in Ventura County.",,2019-07-14T11:45:00Z,Finalized,,,,,
130,FALSE,BLM Northern California District,,2019,FALSE,/incidents/2019/8/7/r-1-fire/,,,Lassen,18,,,,,,FALSE,TRUE,,,,40.886677,"Juniper Ridge Road and Juniper Tree Road, north of Ravendale",-120.336977,FALSE,R-1 Fire,100,,TRUE,"The Juniper Fire started on August 7, 2019 near Juniper Ridge Road and Juniper Tree Road, north of Ravendale in Lassen County.",,2019-08-07T17:21:13Z,Finalized,,,,,
